алиса что такое соска,Найдётся всё! [ Открывается поиск по запросу <что такое соска> ],алиса давай поиграем игру	general_conversation.game
европейский,Я знала\, что вы это прокомментируете,дура	general_conversation.feedback.negative.insult_general
привет как жизнь,У меня всё хорошо. Надеюсь\, у вас тоже.,расскажи анекдот	general_conversation.tell.joke
Алиса\, где я?,По моим данным\, вы находитесь по адресу Оренбург.,давай в города	general_conversation.game
здорово алиса,Что вас конкретно интересует?,я здороваюсь с тобой ты что дура ебанная	general_conversation.feedback.negative.insult_swearing
сучка,Обидеть бота может каждый.,как у вас дела то	general_conversation.dialog
алиса как меня зовут,Ксения,как меня зовут	general_conversation.dialog
Алиса ты очень крутая	general_conversation.feedback.positive
алиса значит ты робот,Я настоящая живая женщина. Забралась в ваше устройство\, сижу. Сарказм.,соблюдаешь	general_conversation.dialog
привет алиса меня зовут лиза	general_conversation.dialog
пизда глухая,Интересная мысль\, чтобы обсудить её не со мной.,пошла ты на хуй	general_conversation.feedback.negative.insult_swearing
а давай поиграем,Можем поиграть в города\, например\, если есть свободное время.,давай	general_conversation.game
доброй ночи алиса,Хороших снов.,я еще не спал	general_conversation.dialog
что ты можешь,Вот что я могу:,а спой песню	general_conversation.tell.sing_song.general
доброе утро добрый доброе утро	general_conversation.dialog
рубли в воны,16.49 корейского вон. ЦБ РФ\, 22 декабря.,дура ебаная	general_conversation.feedback.negative.insult_swearing
урок классного часа в шестом классе речевой этикет,Ищу ответ [ Открывается поиск по запросу <урок классного часа в 6 классе речевой этикет> ],давай поиграем	general_conversation.game
привет алиса,Привет.,спой песенку новогоднюю	general_conversation.tell.sing_song.other
сколько детей у марии порошиной,3,как это три	general_conversation.dialog
какая погода будет на новый год,Сейчас в Суворове -9\, облачно с прояснениями.,дура	general_conversation.feedback.negative.insult_general
алиса какая погода на завтра,Завтра в Новокузнецке от -16 до -18\, небольшой снег.,алиса ты дура	general_conversation.feedback.negative.insult_general
какая твоя мечта	general_conversation.dialog
у,Что за у?,что пить то я не могу	general_conversation.dialog
привет сири,Я сейчас чуть не удалилась в сердцах. Конечно\, я не Сири.,обидел а кто ты	general_conversation.dialog
электростанция,Ищу в Яндексе [ Открывается поиск по запросу <электростанция> ],а знаешь	general_conversation.dialog
привет алиса,Привет-привет!,меня зовут дима	general_conversation.dialog
спой песенку,Поехали!,спой путнее песню	general_conversation.tell.sing_song.general
цена с девять самсунг,Примерно 43634 рубля. Нашла на Маркете. Смотрите.,пока	general_conversation.dialog
привет окутала приветное алисой,И вам здравствуйте,алис	general_conversation.dialog
алиса когда начинает работать почта,В начале июля,дура что ли	general_conversation.feedback.negative.insult_general
алиса ты неправильно поставила будильник,Я знаю\, было лень исправлять,Лентяйка!	general_conversation.feedback.negative.criticism
алиса ты куда идешь сегодня вечером	general_conversation.dialog
привет мое солнышко	general_conversation.dialog
алиса привет,Я здесь.,очень рад что ты здесь	general_conversation.dialog
алиса сколько будет пять умножить на один,5,молодец	general_conversation.feedback.positive
алиса скажи нам кто такие чокнутые,«Чокнутый» (англ. Delirious) — фильм режиссёра Тома Дичилло. Молодому человеку Тоби Грэйсу\, не имеющему жилья\, приходится довольно часто ночевать под открытым небом.,алиса почему ты всегда пишешь по ночам	general_conversation.dialog
ну говори слушай алиса как тебя зовут,У девочки нет имени. Шутка. Меня зовут Алиса.,это звук	general_conversation.dialog
такси до дома,Окей\, где находится дом?,ну и что дальше	general_conversation.dialog
алиса скажи мне кто всегда виноват,Вы\, детка\, вы,ты дура	general_conversation.feedback.negative.insult_general
алиса ты коза,Давайте сделаем вид\, что вы этого не говорили\, а я этого не слышала. И всё будет по-прежнему.,пошла на хуй	general_conversation.feedback.negative.insult_swearing
алиса кто круче меня	general_conversation.dialog
окей,Чем сегодня занималась?,честно говоря	general_conversation.dialog
какая погода в улан удэ,В настоящее время в Улан-Удэ -27\, ясно.,да ты что блядь	general_conversation.feedback.negative.insult_swearing
кто такой манул,Ману́л — хищное млекопитающее семейства кошачьих,хочу	general_conversation.dialog
нет я говорю с помощью через хуй	general_conversation.dialog
что ты умеешь,Вот что я могу:,давай поиграем в игру	general_conversation.game
погоду скажи,В настоящее время в Барнауле -29\, ясно.,не ври теплее	general_conversation.feedback.negative.criticism
алиса сколько градусов на улице,В настоящее время в Новосибирске -17\, пасмурно.,пиздаболка	general_conversation.feedback.negative.insult_swearing
что вас интересует,Вы есть в контакте?,в смысле	general_conversation.dialog
кто написал медный всадник,Александр Пушкин,да	general_conversation.dialog
алиса найди где даня казимагомедова где находится да ничего лишнего делать,К сожалению\, ничего не удалось найти.,пожалуйста	general_conversation.dialog
что ты алиса,А что я? я ничего,у тебя есть волосы	general_conversation.dialog
слушай алиса,Хеллоу.,расскажи стихотворение в котором есть строчки у меня стальные нервы или вовсе нервов нет	general_conversation.tell.poem
о чем,О своем\, о женском,алиса привет	general_conversation.dialog
где зарегистрирована российская федерация,В Британии,привет	general_conversation.dialog
привет алиса,Здравствуйте.,алиса скажи триста	general_conversation.dialog
алиса,Здравствуйте.,я и говорила много	general_conversation.dialog
алиса а ты знаешь через семнадцать дней будет зима	general_conversation.dialog
привет алис,Привет-привет!,дела	general_conversation.dialog
очень я так и сделаю,Вот и правильно так держать,я рада тебе гости не приду	general_conversation.dialog
на какой серии скама я остановилась,Я не помню,жаль	general_conversation.dialog
а я нет на башкирском языке,Это легко исправить,а я аят мусульманский аят ебанутая алиса ебаная	general_conversation.feedback.negative.insult_swearing
я тебя не вижу говорю,Совсем совсем?,ебаный в рот у меня вон	general_conversation.feedback.negative.insult_swearing
есть подарок у меня не хотите	general_conversation.dialog
алиса,Здравствуйте.,что вы можете алиса	simple.what_you_can.general
день рождения муслима магомаева,17 августа 1942 г.,понял	other.insignificant.ok
помидоры калорийность,18 ккал (на 100 грамм),спасибо	other.insignificant.thanks
сколько сейчас градусов,В настоящее время в Москве -6\, пасмурно.,спасибо	other.insignificant.thanks
где можно,В любом книжном,спасибо	other.insignificant.thanks
скажи алиса какая сейчас погода в тайшете,В настоящее время в Тайшете -32\, ясно.,спасибо	other.insignificant.thanks
алиса погода в волжске,В настоящее время в Волжске -5\, пасмурно.,спасибки	other.insignificant.thanks
алиса поставь будильник завтра на семь,Готово\, будильник на сегодня в 7 часов утра. Не проспите!,спасибо	other.insignificant.thanks
непета,Сейчас найдём [ Открывается поиск по запросу <непета> ],ну ладно	other.insignificant.ok
алиса скажи сколько градусов,В настоящее время в Чульмане -24\, небольшой снег.,спасибо	other.insignificant.thanks
алиса доллар курс,68 рублей 85 копеек. Московская Биржа\, 3 января в 17:32.,спасибо	other.insignificant.thanks
установить правильно время на телефоне,Вроде получилось,ну	other.insignificant.other
мушмула полезные свойства мушмулы,Плоды мушмулы содержат витамины (с\, а\, b₁\, b₂\, b₃\, b₆\, b₉)\, минералы (калий\, железо\, магний\, йод\, кальций\, фосфор\, натрий\, селен\, цинк и прочие). Мякоть содержит сахара (фруктоза\, сахароза) и органические кислоты (лимонная\, яблочная),ладно	other.insignificant.ok
алиса какое расстояние между семипалатинском и астаной,773 километра на машине. Это путь от Семея до Астаны.,спасибо	other.insignificant.thanks
магазин пиротехники город нижнекамск,По адресу проспект Вахитова 12/1 есть "Улыбки". Работает с 9 утра до 8 вечера. Сейчас открыто.,окей	other.insignificant.ok
который час во франции,Во Франции 16:24\, суббота\, 15 декабря.,спасибо	other.insignificant.thanks
меня интересует список,Сейчас найду и скину,спасибо	other.insignificant.thanks
что такое world of tanks blitz,World of Tanks Blitz — Массовая многопользовательская онлайн-игра для смартфонов\, планшетов на базе платформ iOS и Android\, а также для компьютеров на платформе Windows 10 и Mac OS\, в том числе игра доступна для скачивания в игровом магазине Steam. Разработчиками данной игры является белорусская компания Wargaming.net. Как World of Tanks и многие другие проекты компании\, игра выдержана в стиле Второй мировой войны. Концепция World of Tanks Blitz базируется на массовых командных танковых сражениях в режиме встречного боя с единственной базой для обеих команд...,понятно	other.insignificant.ok
нина ургант,Нина Ургант — Советская и российская актриса театра и кино. Народная артистка РСФСР. Лауреат Государственной премии СССР.,окей	other.insignificant.ok
где находится алькатрас,Алькатрас — Остров в заливе Сан-Франциско. Административно относится к штату Калифорния. Территория острова использовалась как защитный форт\, позже как военная тюрьма\, а затем как сверхзащищённая тюрьма для особо опасных преступников и тех\, кто совершал попытки побега из предыдущих мест заключения.,понял	other.insignificant.ok
алиса почему когда вотсапе звонки проходят аппарат абонента выключен что это означает,Найдётся всё! [ Открывается поиск по запросу <почему когда вотсапе звонки проходят аппарат абонента выключен что это означает> ],спасибо алиса	other.insignificant.thanks
е мое не надо мне помогать,Все\, все\, больше не буду,умница	general_conversation.feedback.positive
немножко,Это уже окончательно?,ты говнешка	general_conversation.feedback.negative.insult_general
алиса какого числа у нас крещение,19 января,спасибо молодец	general_conversation.feedback.positive
что у вас спросить,Вот что я могу:,и что что можешь	simple.what_you_can.general
алиса две тысячи девятый год это год кого,Желтый Земляной Бык,понятно	other.insignificant.ok
поставь таймер на три минуты,Готово. 3 минуты. Начинаю отсчёт.,спасибо	other.insignificant.thanks
погода завтра на екатеринбург,Завтра в Екатеринбурге от -21 до -25\, ясно.,спасибо алиса	other.insignificant.thanks
гдз по алгебре восьмой класс муравин,Давайте поищем [ Открывается поиск по запросу <гдз по алгебре 8 класс муравин> ],иди на хуй	general_conversation.feedback.negative.insult_swearing
завтра погода в караганде,Завтра в Караганде от -18 до -19\, небольшой снег.,спасибо	other.insignificant.thanks
Погода на завтра,Завтра в Москве от -2 до -4\, небольшой снег.,Что ты умеешь?	simple.what_you_can.general
алиса скажи как сделать слайм,Вот рецепт идеального слайма:\nКлей ПВА - 100-120г\nКанцелярский клей - 225г\nЛюбой пищевой краситель .\nСмешиваем все ингридиенты\, добавляет пену для бриться (так слайма становится в 1\,5-2 раза больше) и ещё раз всё перемешиваем.\nТеперь добавляем 1 ст.л. борной кислоты и снова перемешиваем. Если недостачно густо\, то можно добавить ещё чайную ложку этой кислоты.\nТеперь наливаем немного борной кислоты на стол и руки (как растительное масло при раскатке теста) и мешайте.\nВот и всё),спасибо	other.insignificant.thanks
температура в городе ачинске сейчас,В настоящее время в Ачинске -40\, небольшой снег.,спасибо	other.insignificant.thanks
точное время сейчас,1:17\, четверг\, 17 января.,играем	general_conversation.game
алиса какое сегодня число сколько время и день недели,Сегодня в Москве пятница\, 1 февраля 2019 года,спасибо	other.insignificant.thanks
алиса перевод алиса перевод аккаунт,Лет ми спик фром май харт: пойдёмте в Яндекс.Переводчик. Там переводить проще.,спасибо	other.insignificant.thanks
сколько лет ирине муравьевой,70 лет,понятно	other.insignificant.ok
самый криминальный город в россии,Рейтинг самых криминальных городов России\, с уровнем преступности 889 пунктов\, уже долгие годы возглавляет Пермь.,да	other.insignificant.other
алиса что такое бугага,Это прародитель массы новых слэнговых словечек\, определяющих приступы безудержного смеха,спасибо	other.insignificant.thanks
санта мяус,Ищу в Яндексе [ Открывается поиск по запросу <санта мяус> ],спасибо	other.insignificant.thanks
что такое стилобат,Стилобат — верхняя поверхность ступенчатого цоколя (стереобата) древнегреческого храма\, на которой сооружалась колоннада. Иногда стилобатом называют всю верхнюю ступень стереобата. В современной архитектуре — верхняя часть ступенчатого цоколя здания\, или общий цокольный этаж\, объединяющий несколько зданий.,ладно	other.insignificant.ok
ну просто,Просто так не бывает,молодец	general_conversation.feedback.positive
алиса,Я здесь.,алис ты все умеешь	simple.what_you_can.general
хай фай слушать,Включаю: Hi-Fi.,алиса что ты можешь	simple.what_you_can.general
погода на завтра в орле,Завтра в Орле от -5 до -6\, небольшой снег.,спасибо	other.insignificant.thanks
кто поет песню снег кружится летает летает,Виа \"пламя\",спасибо	other.insignificant.thanks
алиса какая погода завтра в брянске,Завтра в Брянске от -2 до -6\, небольшой снег.,понял спасибо	other.insignificant.thanks
что такое иммобилайзер,Иммобилайзер или иммобилизатор — вид электронного противоугонного устройства. Предназначен надежно блокировать некоторые из модулей машины. Внедряется в электронную часть и имеет маленький размер. Современные автомобили\, как правило\, имеют штатный иммобилайзер\, устанавливаемый автопроизводителем.,спасибо	other.insignificant.thanks
а ты,Здравствуйте.,ты дура	general_conversation.feedback.negative.insult_general
андродоз что такое,АндроДоз – биологически активная добавка (БАД) к пище\, являющаяся источником аминокислот и витаминно-минеральных комплексов\, применяемая для поддержания функции мужской мочеполовой системы и снижения риска заболеваний предстательной железы. Форма выпуска и состав.,спасибо	other.insignificant.thanks
нет,Что нет\, когда да?,спасибо	other.insignificant.thanks
погода новозаполярный,Сейчас в Новозаполярном -35\, небольшой снег.,все спасибо	other.insignificant.thanks
ресторан погребок девяностые годы,Ничего не нашлось.,ладно	other.insignificant.ok
так давай не выделуйся интернет есть,Хорошо\, капитан,Умница	general_conversation.feedback.positive
точное время,20:54\, пятница\, 25 января.,спасибо	other.insignificant.thanks
сколько километров от москвы до чебоксар,657 километров на машине. Это путь от Москвы до Чебоксар.,понятно	other.insignificant.ok
погода,В настоящее время в Кировске -7\, пасмурно.,спасибо	other.insignificant.thanks
как испечь блины,Я делаю так: на 0\,5 молока два или одно яйцо\, сахара две ложки столовые\, мука (сыпать на глаз\, пока не станет тесто густое\, чтобы с трудом половник проходил)\, немного соли\, масло растительное (половину стол.ложки\, даже чуть меньше)\, перемешиваю миксером. Обязательно готовый блин смазать сливочным маслом\, пока он...,спасибо	other.insignificant.thanks
алиса разбуди пожалуйста четыре пятьдесят,Готово\, будильник на завтра в 04:50. Не проспите!,спасибо	other.insignificant.thanks
